"id","code","name","type","user_type:id","parent_id:id","reconcile"
"vea127100",127100,"G Robertson - Loan Account","Regular","account.data_account_type_liability","vea12","FALSE"
"vea127200",127200,"GR Robertson - Loan Account","Regular","account.data_account_type_liability","vea12","FALSE"
"vea128000",128000,"Accrued and Deferred items","Regular","account.data_account_type_liability","vea12","FALSE"
"vea129000",129000,"Suspense Account","Regular","account.data_account_type_liability","vea12","FALSE"
"vea130000",130000,"Equity","Regular","account.conf_account_type_equity","vea1","FALSE"
"vea2",2,"Profit and Loss","View","account.data_account_type_view","vea0","FALSE"
"vea20",20,"Revenue","View","account.account_type_income_view1","vea2","FALSE"
"vea200000",200000,"Product Sales","Regular","account.data_account_type_income","vea20","FALSE"
"vea201000",201000,"Electric Power Generation","View","account.data_account_type_income","vea200000","FALSE"
"vea201100",201100,"Alternators","Regular","account.data_account_type_income","vea201000","FALSE"
"vea201200",201200,"Engines","Regular","account.data_account_type_income","vea201000","FALSE"
"vea201300",201300,"CKD","Regular","account.data_account_type_income","vea201000","FALSE"
"vea201400",201400,"Heat Exchangers","Regular","account.data_account_type_income","vea201000","FALSE"
"vea201500",201500,"Instrumentation","Regular","account.data_account_type_income","vea201000","FALSE"
"vea201600",201600,"Panels","Regular","account.data_account_type_income","vea201000","FALSE"
"vea201700",201700,"Transfer Switches","Regular","account.data_account_type_income","vea201000","FALSE"
"vea201800",201800,"Load Banks","Regular","account.data_account_type_income","vea201000","FALSE"
"vea201900",201900,"Generators (Complete)","Regular","account.data_account_type_income","vea201000","FALSE"
"vea202000",202000,"Electro-Mechanical Power Transmission","View","account.data_account_type_income","vea200000","FALSE"
"vea202100",202100,"Electric Motors","Regular","account.data_account_type_income","vea202000","FALSE"
"vea202200",202200,"Variable Speed Drives","Regular","account.data_account_type_income","vea202000","FALSE"
"vea202300",202300,"Power Transmission","Regular","account.data_account_type_income","vea202000","FALSE"
"vea203000",203000,"Spare Parts","Regular","account.data_account_type_income","vea202000","FALSE"
"vea204000",204000,"Service And Maintenance","View","account.data_account_type_income","vea20","FALSE"
"vea204100",204100,"Labour","Regular","account.data_account_type_income","vea204000","FALSE"
"vea204200",204200,"Consumables","Regular","account.data_account_type_income","vea204000","FALSE"
"vea204300",204300,"Engineering Services","Regular","account.data_account_type_income","vea204000","FALSE"
"vea204400",204400,"Service Options","Regular","account.data_account_type_income","vea204000","FALSE"
"vea205000",205000,"Training","Regular","account.data_account_type_income","vea20","FALSE"
"vea206000",206000,"Project Management Fees","Regular","account.data_account_type_income","vea20","FALSE"
"vea207000",207000,"Commissions","Regular","account.data_account_type_income","vea20","FALSE"
"vea208000",208000,"Contracts","Regular","account.data_account_type_income","vea20","FALSE"
"vea209000",209000,"General Items","Regular","account.data_account_type_income","vea20","FALSE"
"vea209101",209101,"Freight- Roadfreight","Regular","account.data_account_type_income","vea20","FALSE"
"vea209102",209102,"Freight- Seafreight","Regular","account.data_account_type_income","vea20","FALSE"
"vea209103",209103,"Freight- Airftreight","Regular","account.data_account_type_income","vea20","FALSE"
"vea209200",209200,"Sundry Charges","Regular","account.data_account_type_income","vea20","FALSE"
"vea209300",209300,"Interest Received","Regular","account.data_account_type_income","vea20","FALSE"
"vea209400",209400,"Adjustments","Regular","account.data_account_type_income","vea20","FALSE"
"vea209500",209500,"Cash Discounts","Regular","account.data_account_type_income","vea20","FALSE"
"vea209600",209600,"Returns and Allowances","Regular","account.data_account_type_income","vea20","FALSE"
"vea209700",209700,"Other Adjustments","Regular","account.data_account_type_income","vea20","FALSE"
"vea21",21,"Cost of Sales","View","account.account_type_income_view1","vea2","FALSE"
"vea210000",210000,"Cost of Goods Sold","Regular","account.data_account_type_expense","vea21","FALSE"
"vea211000",211000,"Electric Power Generation","View","account.data_account_type_expense","vea210000","FALSE"
"vea211100",211100,"Alternators","Regular","account.data_account_type_expense","vea211000","FALSE"
"vea211200",211200,"Engines","Regular","account.data_account_type_expense","vea211000","FALSE"
"vea211300",211300,"CKD","Regular","account.data_account_type_expense","vea211000","FALSE"
"vea211400",211400,"Heat Exchangers","Regular","account.data_account_type_expense","vea211000","FALSE"
"vea211500",211500,"Instrumentation","Regular","account.data_account_type_expense","vea211000","FALSE"
"vea211600",211600,"Panels","Regular","account.data_account_type_expense","vea211000","FALSE"
"vea211700",211700,"Transfer Switches","Regular","account.data_account_type_expense","vea211000","FALSE"
"vea211800",211800,"Load Banks","Regular","account.data_account_type_expense","vea211000","FALSE"
"vea211900",211900,"Generators (Complete)","Regular","account.data_account_type_expense","vea211000","FALSE"
"vea212000",212000,"Electro-Mechanical Power Transmission","View","account.data_account_type_expense","vea210000","FALSE"
"vea212100",212100,"Electric Motors","Regular","account.data_account_type_expense","vea212000","FALSE"
"vea212200",212200,"Variable Speed Drives","Regular","account.data_account_type_expense","vea212000","FALSE"
"vea212300",212300,"Power Transmission","Regular","account.data_account_type_expense","vea212000","FALSE"
"vea213000",213000,"Spare Parts","Regular","account.data_account_type_expense","vea212000","FALSE"
"vea214000",214000,"Service And Maintenance","Regular","account.data_account_type_expense","vea21","FALSE"
"vea214100",214100,"Labour","Regular","account.data_account_type_expense","vea21","FALSE"
"vea214200",214200,"Consumables","Regular","account.data_account_type_expense","vea21","FALSE"
"vea214300",214300,"Engineering Services","Regular","account.data_account_type_expense","vea21","FALSE"
"vea214400",214400,"Service Options","Regular","account.data_account_type_expense","vea21","FALSE"
"vea215000",215000,"Training","Regular","account.data_account_type_expense","vea21","FALSE"
"vea216000",216000,"Project Management Fees","Regular","account.data_account_type_expense","vea21","FALSE"
"vea217000",217000,"Commissions","Regular","account.data_account_type_expense","vea21","FALSE"
"vea218000",218000,"Contracts","Regular","account.data_account_type_expense","vea21","FALSE"
"vea219000",219000,"General Items","Regular","account.data_account_type_expense","vea21","FALSE"
"vea219101",219101,"Freight- Roadfreight","Regular","account.data_account_type_expense","vea21","FALSE"
"vea219102",219102,"Freight- Seafreight","Regular","account.data_account_type_expense","vea21","FALSE"
"vea219103",219103,"Freight- Airftreight","Regular","account.data_account_type_expense","vea21","FALSE"
"vea219200",219200,"Sundry Charges","Regular","account.data_account_type_expense","vea21","FALSE"
"vea22",22,"Overheads","View","account.account_type_income_view1","vea2","FALSE"
"vea220000",220000,"Expenses","Regular","account.data_account_type_expense","vea22","FALSE"
"vea221000",221000,"Salary Expenses","Regular","account.data_account_type_expense","vea220000","FALSE"
"vea221100",221100,"Salaries","Regular","account.data_account_type_expense","vea221000","FALSE"
"vea221200",221200,"Commissions","Regular","account.data_account_type_expense","vea221100","FALSE"
"vea221300",221300,"Bonuses","Regular","account.data_account_type_expense","vea221100","FALSE"
"vea221400",221400,"Fringe benefits","Regular","account.data_account_type_expense","vea221100","FALSE"
"vea221500",221500,"Training and Courses","Regular","account.data_account_type_expense","vea221100","FALSE"
"vea222000",222000,"Casual wages","View","account.data_account_type_expense","vea221000","FALSE"
"vea223000",223000,"Remuneration and Emoluments","View","account.data_account_type_expense","vea221000","FALSE"
"vea223100",223100,"Directors Remuneration","Regular","account.data_account_type_expense","vea223000","FALSE"
"vea223200",223200,"Salaries","Regular","account.data_account_type_expense","vea223000","FALSE"
"vea223300",223300,"Commissions","Regular","account.data_account_type_expense","vea223000","FALSE"
"vea223400",223400,"Bonuses","Regular","account.data_account_type_expense","vea223000","FALSE"
"vea223500",223500,"Fringe benefits","Regular","account.data_account_type_expense","vea223000","FALSE"
"vea223600",223600,"Training and Courses","Regular","account.data_account_type_expense","vea221000","FALSE"
"vea225000",225000,"Subcontractors","Regular","account.data_account_type_expense","vea221000","FALSE"
"vea226000",226000,"PAYE SDL UIF","Regular","account.data_account_type_expense","vea221000","FALSE"
"vea230000",230000,"General Expenses","View","account.data_account_type_expense","vea220000","FALSE"
"vea231000",231000,"Professional Services Expenses","View","account.data_account_type_expense","vea230000","FALSE"
"vea231100",231100,"Accounting Fees","Regular","account.data_account_type_expense","vea231000","FALSE"
"vea231200",231200,"Audit Fees","Regular","account.data_account_type_expense","vea231000","FALSE"
"vea231300",231300,"Legal Fees","Regular","account.data_account_type_expense","vea231000","FALSE"
"vea231400",231400,"Consultants Fees","Regular","account.data_account_type_expense","vea231000","FALSE"
"vea232000",232000,"Finance and Tax Related Expenses","View","account.data_account_type_expense","vea230000","FALSE"
"vea232100",232100,"Financial Costs","Regular","account.data_account_type_expense","vea232000","FALSE"
"vea232200",232200,"Bank Charges","Regular","account.data_account_type_expense","vea232000","FALSE"
"vea232300",232300,"Finance Charges","Regular","account.data_account_type_expense","vea232000","FALSE"
"vea232400",232400,"Interest Paid","Regular","account.data_account_type_expense","vea232000","FALSE"
"vea232500",232500,"Penalties Paid","Regular","account.data_account_type_expense","vea232000","FALSE"
"vea232600",232600,"Foreign Exchange","Regular","account.data_account_type_expense","vea232000","FALSE"
"vea232700",232700,"Interest Revenue","Regular","account.data_account_type_expense","vea232000","FALSE"
"vea232800",232800,"Income tax","Regular","account.data_account_type_expense","vea232000","FALSE"
"vea232900",232900,"Provisional Tax","Regular","account.data_account_type_expense","vea232000","FALSE"
"vea232901",232901,"Discounts allowed","Regular","account.data_account_type_expense","vea232000","FALSE"
"vea233000",233000,"Insurance Related Expenses","View","account.data_account_type_expense","vea230000","FALSE"
"vea233100",233100,"Insurance PPE","Regular","account.data_account_type_expense","vea233000","FALSE"
"vea233200",233200,"Insurance Life Policies","Regular","account.data_account_type_expense","vea233000","FALSE"
"vea233300",233300,"Insurance Medical Aid","Regular","account.data_account_type_expense","vea233000","FALSE"
"vea233400",233400,"Levies","Regular","account.data_account_type_expense","vea233000","FALSE"
"vea234000",234000,"Equipment and Vehicle Related Expenses","View","account.data_account_type_expense","vea230000","FALSE"
"vea234100",234100,"Leasing Charges","Regular","account.data_account_type_expense","vea234000","FALSE"
"vea234200",234200,"Motor Vehicles","Regular","account.data_account_type_expense","vea234000","FALSE"
"vea234300",234300,"Office Equipment","Regular","account.data_account_type_expense","vea234000","FALSE"
"vea234400",234400,"Warehouse Equipment","Regular","account.data_account_type_expense","vea234000","FALSE"
"vea234500",234500,"Fuel and Oil","Regular","account.data_account_type_expense","vea234000","FALSE"
"vea234600",234600,"Gas","Regular","account.data_account_type_expense","vea234000","FALSE"
"vea234700",234700,"Service and Maintenance","Regular","account.data_account_type_expense","vea234000","FALSE"
"vea234800",234800,"Vehicle Tracking","Regular","account.data_account_type_expense","vea234000","FALSE"
"vea234900",234900,"Licenses and Registrations","Regular","account.data_account_type_expense","vea234000","FALSE"
"vea234910",234910,"Toll Fees","Regular","account.data_account_type_expense","vea234000","FALSE"
"vea235000",235000,"IT Equipment Related Expenses","View","account.data_account_type_expense","vea230000","FALSE"
"vea235100",235100,"IT and Computers","Regular","account.data_account_type_expense","vea235000","FALSE"
"vea235200",235200,"IT and Computers (Hardware)","Regular","account.data_account_type_expense","vea235000","FALSE"
"vea235300",235300,"IT and Computers (Software)","Regular","account.data_account_type_expense","vea235000","FALSE"
"vea236000",236000,"Product Related Expenses","View","account.data_account_type_expense","vea230000","FALSE"
"vea236100",236100,"Product Warrantees","Regular","account.data_account_type_expense","vea236000","FALSE"
"vea236200",236200,"Research and development","Regular","account.data_account_type_expense","vea236000","FALSE"
"vea236300",236300,"Logistics Charges","Regular","account.data_account_type_expense","vea236000","FALSE"
"vea236400",236400,"Engineering / Modification Charges","Regular","account.data_account_type_expense","vea236000","FALSE"
"vea236500",236500,"Workshop Consumables","Regular","account.data_account_type_expense","vea236000","FALSE"
"vea237000",237000,"Office Related Expenses","View","account.data_account_type_expense","vea230000","FALSE"
"vea237100",237100,"Cleaning and Materials","Regular","account.data_account_type_expense","vea237000","FALSE"
"vea237200",237200,"Courier and Postage","Regular","account.data_account_type_expense","vea237000","FALSE"
"vea237300",237300,"Donations and Gifts","Regular","account.data_account_type_expense","vea237000","FALSE"
"vea237400",237400,"Electricity and Water","Regular","account.data_account_type_expense","vea237000","FALSE"
"vea237500",237500,"Printing and Stationery","Regular","account.data_account_type_expense","vea237000","FALSE"
"vea237600",237600,"Rent Offices and Warehouse","Regular","account.data_account_type_expense","vea237000","FALSE"
"vea237700",237700,"Security","Regular","account.data_account_type_expense","vea237000","FALSE"
"vea237800",237800,"Subscriptions","Regular","account.data_account_type_expense","vea237000","FALSE"
"vea237900",237900,"Telephone and Internet","Regular","account.data_account_type_expense","vea237000","FALSE"
"vea237910",237910,"Travel and Accommodation","Regular","account.data_account_type_expense","vea237000","FALSE"
"vea237920",237920,"Uniforms and Protective Clothing","Regular","account.data_account_type_expense","vea237000","FALSE"
"vea238000",238000,"Marketing Related Expenses","View","account.data_account_type_expense","vea230000","FALSE"
"vea238100",238100,"Entertainment","Regular","account.data_account_type_expense","vea238000","FALSE"
"vea238200",238200,"Marketing","Regular","account.data_account_type_expense","vea238000","FALSE"
"vea238300",238300,"Advertising Public relations","Regular","account.data_account_type_expense","vea238000","FALSE"
"vea238400",238400,"Tradeshows, exhibitions","Regular","account.data_account_type_expense","vea238000","FALSE"
"vea238500",238500,"Promotions","Regular","account.data_account_type_expense","vea238000","FALSE"
"vea239000",239000,"Depreciation","View","account.data_account_type_expense","vea230000","FALSE"
,,,,,,
,,,,,,
,,,,,,
"va0",0,"Vert Energy Africa (Pty) Ltd","View","account.data_account_type_view",,"FALSE"
"va1",1,"Balance Sheet","View","account.data_account_type_view","va0","FALSE"
"va10",10,"Fixed Assets","View","account.account_type_asset_view1","va1","FALSE"
"va100000",100000,"Fixed Asset Account","Regular","account.account_type_asset_view1","va10","FALSE"
"va100100",100100,"Property, plant and equipment (PPandE)","View","account.account_type_asset_view1","va10","FALSE"
"va100111",100111,"Land and Buildings","Regular","account.data_account_type_asset","va100100","FALSE"
"va100112",100112,"Land and Buildings Net Value","Regular","account.data_account_type_asset","va100111","FALSE"
"va100113",100113,"Land and Buildings @ Cost","Regular","account.data_account_type_asset","va100111","FALSE"
"va100114",100114,"Land and Buildings Accumulated Depreciation","Regular","account.data_account_type_asset","va100111","FALSE"
"va100121",100121,"Investment Properties","Regular","account.data_account_type_asset","va100100","FALSE"
"va100122",100122,"Investment Properties Net Value","Regular","account.data_account_type_asset","va100121","FALSE"
"va100123",100123,"Investment Properties @ Cost","Regular","account.data_account_type_asset","va100121","FALSE"
"va100124",100124,"Investment Properties Accumulated Depreciation","Regular","account.data_account_type_asset","va100121","FALSE"
"va100131",100131,"Machinery and Tools","Regular","account.data_account_type_asset","va100100","FALSE"
"va100132",100132,"Machinery and Tools Net Value","Regular","account.data_account_type_asset","va100131","FALSE"
"va100133",100133,"Machinery and Tools @ Cost","Regular","account.data_account_type_asset","va100131","FALSE"
"va100134",100134,"Machinery and Tools Accumulated Depreciation","Regular","account.data_account_type_asset","va100131","FALSE"
"va100141",100141,"Motor Vehicles","Regular","account.data_account_type_asset","va100100","FALSE"
"va100142",100142,"Motor Vehicles Net Value","Regular","account.data_account_type_asset","va100141","FALSE"
"va100143",100143,"Motor Vehicles @ Cost","Regular","account.data_account_type_asset","va100141","FALSE"
"va100144",100144,"Motor Vehicles Accumulated Depreciation","Regular","account.data_account_type_asset","va100141","FALSE"
"va100151",100151,"Warehouse Delivery Equipment","Regular","account.data_account_type_asset","va100100","FALSE"
"va100152",100152,"Warehouse Delivery Equipment Net Value","Regular","account.data_account_type_asset","va100151","FALSE"
"va100153",100153,"Warehouse Delivery Equipment @ Cost","Regular","account.data_account_type_asset","va100151","FALSE"
"va100154",100154,"Warehouse Delivery Equipment Accumulated Depreciation","Regular","account.data_account_type_asset","va100151","FALSE"
"va100161",100161,"Furniture and fixtures","Regular","account.data_account_type_asset","va100100","FALSE"
"va100162",100162,"Furniture and fixtures Net Value","Regular","account.data_account_type_asset","va100161","FALSE"
"va100163",100163,"Furniture and fixtures @ Cost","Regular","account.data_account_type_asset","va100161","FALSE"
"va100164",100164,"Furniture and fixtures Accumulated Depreciation","Regular","account.data_account_type_asset","va100161","FALSE"
"va100171",100171,"Information systems (Hardware)","Regular","account.data_account_type_asset","va100100","FALSE"
"va100172",100172,"Information systems (Hardware) Net Value","Regular","account.data_account_type_asset","va100171","FALSE"
"va100173",100173,"Information systems (Hardware) @ Cost","Regular","account.data_account_type_asset","va100171","FALSE"
"va100174",100174,"Information systems (Hardware) Accumulated Depreciation","Regular","account.data_account_type_asset","va100171","FALSE"
"va100181",100181,"Information systems (Software)","Regular","account.data_account_type_asset","va100100","FALSE"
"va100182",100182,"Information systems (Software) Net Value","Regular","account.data_account_type_asset","va100181","FALSE"
"va100183",100183,"Information systems (Software) @ Cost","Regular","account.data_account_type_asset","va100181","FALSE"
"va100184",100184,"Information systems (Software)) Accumulated Depreciation","Regular","account.data_account_type_asset","va100181","FALSE"
"va100200",100200,"Assets to be disposed of","Regular","account.data_account_type_asset","va100100","FALSE"
"va11",11,"Net Current Assets","View","account.account_type_asset_view1","va1","FALSE"
"va110",110,"Current Assets","View","account.account_type_asset_view1","va11","FALSE"
"va110100",110100,"Purchased Stocks (Inventory)","Regular","account.data_account_type_asset","va110","FALSE"
"va110110",110110,"Purchased Stocks (Goods In Transit)","Regular","account.data_account_type_asset","va110","FALSE"
"va110200",110200,"Debtors (Receivables)","Receivable","account.data_account_type_receivable","va110","FALSE"
"va110210",110210,"Staff Loans ","Regular","account.data_account_type_asset","va110","FALSE"
"va110300",110300,"Tax Paid","Regular","account.data_account_type_asset","va110","FALSE"
"va1104",1104,"Bank All Accounts","View","account.account_type_asset_view1","va110","FALSE"
"va110401",110401,"Cash (Not Banked)","Liquidity","account.data_account_type_cash","va110","FALSE"
"va110402",110402,"Bank ( F.N.B)","View","account.account_type_asset_view1","va1104","FALSE"
"va110403",110403,"First National Bank C.A. 62575604858","Liquidity","account.data_account_type_bank","va110402","FALSE"
"va110404",110404,"First National Bank M.M. 62575607258","Liquidity","account.data_account_type_bank","va110402","FALSE"
"va110408",110408,"Petty Cash","Liquidity","account.data_account_type_cash","va110","FALSE"
"va110501",110501,"Advance Payments Received","Regular","account.data_account_type_asset","va110","FALSE"
"va110502",110502,"Pre-Paid Expenses","Regular","account.data_account_type_asset","va110","FALSE"
"va110503",110503,"Deferred Tax (may be presented net)","Regular","account.data_account_type_asset","va110","FALSE"
"va110600",110600,"Opening Income Account","Regular","account.data_account_type_income","va110","FALSE"
"va12",12,"Current Liabilities","View","account.account_type_liability_view1","va1","FALSE"
"va120000",120000,"Creditors","Payable","account.data_account_type_payable","va12","FALSE"
"va120100",120100,"G R Robertson","Regular","account.data_account_type_liability","va12","FALSE"
"va121000",121000,"VAT Account","Regular","account.data_account_type_liability","va12","FALSE"
"va121100",121100,"With Holding Taxes","Regular","account.data_account_type_liability","va12","FALSE"
"va121200",121200,"Deferred tax (may be presented net)","Regular","account.data_account_type_liability","va12","FALSE"
"va121300",121300,"PAYE, SDL, UIF Control Account","Regular","account.data_account_type_liability","va12","FALSE"
"va121400",121400,"Medical Aid Control Account","Regular","account.data_account_type_liability","va12","FALSE"
"va121500",121500,"VIP Control Account","Regular","account.data_account_type_liability","va12","FALSE"
"va122000",122000,"Reserve and Profit/Loss Account (Retained Earnings)","Regular","account.data_account_type_liability","va12","FALSE"
"va123000",123000,"Opening Expense Account","Regular","account.data_account_type_liability","va12","FALSE"
"va124000",124000,"Notes Payable","Regular","account.data_account_type_liability","va12","FALSE"
"va125000",125000,"Short-term loans","Regular","account.data_account_type_liability","va12","FALSE"
"va126000",126000,"Other payables","Regular","account.data_account_type_liability","va12","FALSE"
"va126100",126100,"Vehicles (1)","Regular","account.data_account_type_liability","va12","FALSE"
"va127000",127000,"Shareholders Loan Account","Regular","account.data_account_type_liability","va12","FALSE"
"va127100",127100,"TM Sibiya - Loan Account","Regular","account.data_account_type_liability","va12","FALSE"
"va127200",127200,"GR Robertson - Loan Account","Regular","account.data_account_type_liability","va12","FALSE"
"va128000",128000,"Accrued and Deferred items","Regular","account.data_account_type_liability","va12","FALSE"
"va129000",129000,"Suspense Account","Regular","account.data_account_type_liability","va12","FALSE"
"va130000",130000,"Equity","Regular","account.conf_account_type_equity","va1","FALSE"
"va2",2,"Profit and Loss","View","account.data_account_type_view","va0","FALSE"
"va20",20,"Revenue","View","account.account_type_income_view1","va2","FALSE"
"va200000",200000,"Product Sales","Regular","account.data_account_type_income","va20","FALSE"
"va201000",201000,"Electric Power Generation","View","account.data_account_type_income","va200000","FALSE"
"va201100",201100,"Alternators","Regular","account.data_account_type_income","va201000","FALSE"
"va201200",201200,"Engines","Regular","account.data_account_type_income","va201000","FALSE"
"va201300",201300,"CKD","Regular","account.data_account_type_income","va201000","FALSE"
"va201400",201400,"Heat Exchangers","Regular","account.data_account_type_income","va201000","FALSE"
"va201500",201500,"Instrumentation","Regular","account.data_account_type_income","va201000","FALSE"
"va201600",201600,"Panels","Regular","account.data_account_type_income","va201000","FALSE"
"va201700",201700,"Transfer Switches","Regular","account.data_account_type_income","va201000","FALSE"
"va201800",201800,"Load Banks","Regular","account.data_account_type_income","va201000","FALSE"
"va201900",201900,"Generators (Complete)","Regular","account.data_account_type_income","va201000","FALSE"
"va202000",202000,"Electro-Mechanical Power Transmission","View","account.data_account_type_income","va200000","FALSE"
"va202100",202100,"Electric Motors","Regular","account.data_account_type_income","va202000","FALSE"
"va202200",202200,"Variable Speed Drives","Regular","account.data_account_type_income","va202000","FALSE"
"va202300",202300,"Power Transmission","Regular","account.data_account_type_income","va202000","FALSE"
"va203000",203000,"Spare Parts","Regular","account.data_account_type_income","va202000","FALSE"
"va204000",204000,"Service And Maintenance","View","account.data_account_type_income","va20","FALSE"
"va204100",204100,"Labour","Regular","account.data_account_type_income","va204000","FALSE"
"va204200",204200,"Consumables","Regular","account.data_account_type_income","va204000","FALSE"
"va204300",204300,"Engineering Services","Regular","account.data_account_type_income","va204000","FALSE"
"va204400",204400,"Service Options","Regular","account.data_account_type_income","va204000","FALSE"
"va205000",205000,"Training","Regular","account.data_account_type_income","va20","FALSE"
"va206000",206000,"Project Management Fees","Regular","account.data_account_type_income","va20","FALSE"
"va207000",207000,"Commissions","Regular","account.data_account_type_income","va20","FALSE"
"va208000",208000,"Contracts","Regular","account.data_account_type_income","va20","FALSE"
"va209000",209000,"General Items","Regular","account.data_account_type_income","va20","FALSE"
"va209101",209101,"Freight- Roadfreight","Regular","account.data_account_type_income","va20","FALSE"
"va209102",209102,"Freight- Seafreight","Regular","account.data_account_type_income","va20","FALSE"
"va209103",209103,"Freight- Airftreight","Regular","account.data_account_type_income","va20","FALSE"
"va209200",209200,"Sundry Charges","Regular","account.data_account_type_income","va20","FALSE"
"va209300",209300,"Interest Received","Regular","account.data_account_type_income","va20","FALSE"
"va209400",209400,"Adjustments","Regular","account.data_account_type_income","va20","FALSE"
"va209500",209500,"Cash Discounts","Regular","account.data_account_type_income","va20","FALSE"
"va209600",209600,"Returns and Allowances","Regular","account.data_account_type_income","va20","FALSE"
"va209700",209700,"Other Adjustments","Regular","account.data_account_type_income","va20","FALSE"
"va21",21,"Cost of Sales","View","account.account_type_income_view1","va2","FALSE"
"va210000",210000,"Cost of Goods Sold","Regular","account.data_account_type_expense","va21","FALSE"
"va211000",211000,"Electric Power Generation","View","account.data_account_type_expense","va210000","FALSE"
"va211100",211100,"Alternators","Regular","account.data_account_type_expense","va211000","FALSE"
"va211200",211200,"Engines","Regular","account.data_account_type_expense","va211000","FALSE"
"va211300",211300,"CKD","Regular","account.data_account_type_expense","va211000","FALSE"
"va211400",211400,"Heat Exchangers","Regular","account.data_account_type_expense","va211000","FALSE"
"va211500",211500,"Instrumentation","Regular","account.data_account_type_expense","va211000","FALSE"
"va211600",211600,"Panels","Regular","account.data_account_type_expense","va211000","FALSE"
"va211700",211700,"Transfer Switches","Regular","account.data_account_type_expense","va211000","FALSE"
"va211800",211800,"Load Banks","Regular","account.data_account_type_expense","va211000","FALSE"
"va211900",211900,"Generators (Complete)","Regular","account.data_account_type_expense","va211000","FALSE"
"va212000",212000,"Electro-Mechanical Power Transmission","View","account.data_account_type_expense","va210000","FALSE"
"va212100",212100,"Electric Motors","Regular","account.data_account_type_expense","va212000","FALSE"
"va212200",212200,"Variable Speed Drives","Regular","account.data_account_type_expense","va212000","FALSE"
"va212300",212300,"Power Transmission","Regular","account.data_account_type_expense","va212000","FALSE"
"va213000",213000,"Spare Parts","Regular","account.data_account_type_expense","va212000","FALSE"
"va214000",214000,"Service And Maintenance","Regular","account.data_account_type_expense","va21","FALSE"
"va214100",214100,"Labour","Regular","account.data_account_type_expense","va21","FALSE"
"va214200",214200,"Consumables","Regular","account.data_account_type_expense","va21","FALSE"
"va214300",214300,"Engineering Services","Regular","account.data_account_type_expense","va21","FALSE"
"va214400",214400,"Service Options","Regular","account.data_account_type_expense","va21","FALSE"
"va215000",215000,"Training","Regular","account.data_account_type_expense","va21","FALSE"
"va216000",216000,"Project Management Fees","Regular","account.data_account_type_expense","va21","FALSE"
"va217000",217000,"Commissions","Regular","account.data_account_type_expense","va21","FALSE"
"va218000",218000,"Contracts","Regular","account.data_account_type_expense","va21","FALSE"
"va219000",219000,"General Items","Regular","account.data_account_type_expense","va21","FALSE"
"va219101",219101,"Freight- Roadfreight","Regular","account.data_account_type_expense","va21","FALSE"
"va219102",219102,"Freight- Seafreight","Regular","account.data_account_type_expense","va21","FALSE"
"va219103",219103,"Freight- Airftreight","Regular","account.data_account_type_expense","va21","FALSE"
"va219200",219200,"Sundry Charges","Regular","account.data_account_type_expense","va21","FALSE"
"va22",22,"Overheads","View","account.account_type_income_view1","va2","FALSE"
"va220000",220000,"Expenses","Regular","account.data_account_type_expense","va22","FALSE"
"va221000",221000,"Salary Expenses","Regular","account.data_account_type_expense","va220000","FALSE"
"va221100",221100,"Salaries","Regular","account.data_account_type_expense","va221000","FALSE"
"va221200",221200,"Commissions","Regular","account.data_account_type_expense","va221100","FALSE"
"va221300",221300,"Bonuses","Regular","account.data_account_type_expense","va221100","FALSE"
"va221400",221400,"Fringe benefits","Regular","account.data_account_type_expense","va221100","FALSE"
"va221500",221500,"Training and Courses","Regular","account.data_account_type_expense","va221100","FALSE"
"va222000",222000,"Casual wages","View","account.data_account_type_expense","va221000","FALSE"
"va223000",223000,"Remuneration and Emoluments","View","account.data_account_type_expense","va221000","FALSE"
"va223100",223100,"Directors Remuneration","Regular","account.data_account_type_expense","va223000","FALSE"
"va223200",223200,"Salaries","Regular","account.data_account_type_expense","va223000","FALSE"
"va223300",223300,"Commissions","Regular","account.data_account_type_expense","va223000","FALSE"
"va223400",223400,"Bonuses","Regular","account.data_account_type_expense","va223000","FALSE"
"va223500",223500,"Fringe benefits","Regular","account.data_account_type_expense","va223000","FALSE"
"va223600",223600,"Training and Courses","Regular","account.data_account_type_expense","va221000","FALSE"
"va225000",225000,"Subcontractors","Regular","account.data_account_type_expense","va221000","FALSE"
"va226000",226000,"PAYE SDL UIF","Regular","account.data_account_type_expense","va221000","FALSE"
"va230000",230000,"General Expenses","View","account.data_account_type_expense","va220000","FALSE"
"va231000",231000,"Professional Services Expenses","View","account.data_account_type_expense","va230000","FALSE"
"va231100",231100,"Accounting Fees","Regular","account.data_account_type_expense","va231000","FALSE"
"va231200",231200,"Audit Fees","Regular","account.data_account_type_expense","va231000","FALSE"
"va231300",231300,"Legal Fees","Regular","account.data_account_type_expense","va231000","FALSE"
"va231400",231400,"Consultants Fees","Regular","account.data_account_type_expense","va231000","FALSE"
"va232000",232000,"Finance and Tax Related Expenses","View","account.data_account_type_expense","va230000","FALSE"
"va232100",232100,"Financial Costs","Regular","account.data_account_type_expense","va232000","FALSE"
"va232200",232200,"Bank Charges","Regular","account.data_account_type_expense","va232000","FALSE"
"va232300",232300,"Finance Charges","Regular","account.data_account_type_expense","va232000","FALSE"
"va232400",232400,"Interest Paid","Regular","account.data_account_type_expense","va232000","FALSE"
